Id,algebra,programming,data science,robotics,economics,job,salary
2317,61,87,78,61,52,economist,330000
2318,61,83,70,93,64,robotics engineer,1130000
2319,56,93,69,51,72,data scientist,740000
2320,56,60,89,97,63,robotics engineer,940000
2321,99,88,96,67,61,economist,490000
2322,89,77,71,84,72,economist,450000
2323,99,60,50,75,55,developer,310000
2324,54,67,75,67,85,economist,350000
2325,79,96,89,57,80,robotics engineer,1050000
2326,53,87,83,91,89,data scientist,850000
2327,64,93,90,80,93,developer,300000
2328,84,82,90,55,75,data scientist,940000
2329,99,92,93,73,83,senior developer,750000
2330,71,58,62,75,77,robotics engineer,930000
2331,60,57,51,52,55,junior developer,110000
2332,92,73,51,94,80,developer,320000
2333,83,96,72,58,70,economist,350000
2334,85,87,68,50,58,senior developer,640000
2335,64,58,76,75,62,junior developer,130000
2336,62,79,76,74,78,robotics engineer,1020000
2337,70,93,89,97,50,data scientist,880000
2338,74,69,82,51,72,economist,350000
2339,90,86,99,76,93,data scientist,1050000
2340,84,58,78,99,95,developer,250000
2341,96,97,59,87,74,economist,440000
2342,95,74,93,75,53,economist,420000
2343,72,67,65,74,96,economist,370000
2344,99,67,88,70,57,junior developer,170000
2345,76,59,61,85,77,developer,290000
2346,80,60,88,66,75,junior developer,160000
2347,96,90,60,63,90,robotics engineer,1010000
2348,68,92,65,71,97,robotics engineer,1060000
2349,95,67,50,89,67,robotics engineer,1080000
2350,54,56,89,66,69,economist,310000
2351,60,71,73,80,96,junior developer,140000
2352,69,54,96,56,67,robotics engineer,810000
2353,50,86,91,56,98,developer,300000
2354,98,81,91,69,60,robotics engineer,930000
2355,69,88,51,68,66,economist,400000
2356,71,56,63,88,94,robotics engineer,1010000
2357,85,69,93,73,90,developer,290000
2358,79,93,51,71,79,data scientist,920000
2359,60,83,73,67,72,robotics engineer,980000
2360,81,66,98,76,74,economist,430000
2361,57,64,85,56,86,robotics engineer,870000
2362,75,89,72,87,82,developer,350000
2363,90,81,89,76,57,developer,400000
2364,75,83,94,85,86,data scientist,890000
2365,74,80,64,97,88,robotics engineer,930000
2366,78,89,82,75,88,senior developer,600000
2367,82,68,54,59,87,junior developer,160000
2368,80,90,56,99,85,economist,440000
2369,75,70,70,72,57,data scientist,710000
2370,92,64,55,88,64,economist,400000
2371,91,97,56,62,84,data scientist,960000
2372,66,52,57,66,57,senior developer,420000
2373,58,66,55,58,80,junior developer,140000
2374,92,87,99,95,75,robotics engineer,1200000
2375,62,96,58,89,98,junior developer,170000
2376,80,96,85,53,73,economist,360000
2377,89,51,99,60,86,senior developer,550000
2378,76,67,95,91,83,data scientist,870000
2379,88,61,72,85,83,junior developer,160000
2380,75,51,96,77,82,robotics engineer,950000
2381,74,82,76,74,72,robotics engineer,910000
2382,68,74,77,80,55,economist,360000
2383,86,97,59,71,86,junior developer,200000
2384,72,55,63,60,80,senior developer,480000
2385,61,55,76,85,93,economist,400000
2386,68,88,87,88,92,robotics engineer,1220000
2387,50,51,53,91,85,economist,350000
2388,58,74,50,85,67,robotics engineer,810000
2389,56,56,70,58,81,senior developer,470000
2390,78,88,65,63,50,robotics engineer,990000
2391,97,64,50,59,69,developer,280000
2392,59,69,84,62,65,economist,310000
2393,95,63,93,79,85,economist,460000
2394,61,85,50,74,87,developer,300000
2395,75,52,62,69,53,junior developer,140000
2396,79,63,58,94,98,developer,280000
2397,93,92,93,59,79,economist,430000
2398,86,62,89,80,82,junior developer,160000
2399,59,53,71,53,83,senior developer,450000
2400,72,84,66,83,80,junior developer,170000
2401,58,70,85,87,87,robotics engineer,1030000
2402,51,56,65,57,74,data scientist,520000
2403,50,74,83,72,83,robotics engineer,770000
2404,86,66,85,91,89,senior developer,540000
2405,56,93,68,72,80,data scientist,730000
2406,71,62,92,64,51,economist,300000
2407,85,62,75,97,72,senior developer,470000
2408,62,99,60,84,99,data scientist,800000
2409,74,95,53,68,79,economist,380000
2410,60,54,74,66,70,senior developer,470000
2411,73,58,82,65,63,junior developer,150000
2412,76,97,75,51,84,senior developer,560000
2413,71,91,78,50,59,senior developer,570000
2414,57,80,60,84,50,robotics engineer,990000
2415,99,55,90,60,56,senior developer,430000
2416,93,52,86,87,85,developer,240000
2417,57,79,56,61,71,robotics engineer,920000
2418,73,56,79,77,76,data scientist,630000
2419,55,86,90,90,93,developer,310000
2420,58,80,90,94,98,robotics engineer,1000000
2421,75,73,60,93,88,junior developer,160000
2422,59,57,69,53,81,developer,220000
2423,94,77,77,69,56,economist,450000
2424,69,83,91,55,70,robotics engineer,870000
2425,68,71,85,91,66,senior developer,480000
2426,52,75,78,60,84,developer,260000
2427,91,60,89,79,97,developer,260000
2428,95,76,82,60,68,junior developer,180000
2429,57,61,54,55,58,senior developer,450000
2430,66,66,85,53,86,economist,440000
2431,83,94,50,67,53,economist,380000
2432,51,65,99,79,76,economist,350000
2433,68,50,81,50,76,developer,210000
2434,79,96,80,96,83,data scientist,810000
2435,72,77,95,83,71,economist,410000
2436,63,87,69,58,77,economist,360000
2437,58,67,88,68,84,economist,360000
2438,76,80,59,88,63,developer,300000
2439,71,70,53,58,61,senior developer,420000
2440,77,83,55,78,53,developer,340000
2441,90,66,64,73,99,robotics engineer,1020000
2442,72,71,52,99,55,junior developer,130000
2443,87,61,89,54,77,developer,270000
2444,99,81,93,74,77,junior developer,170000
2445,71,97,97,82,93,economist,500000
2446,62,94,64,67,63,developer,370000
2447,75,70,79,83,86,junior developer,140000
2448,97,89,62,97,94,economist,430000
2449,60,58,71,89,57,robotics engineer,880000
2450,91,72,89,60,83,economist,410000
2451,53,57,68,58,84,developer,240000
2452,92,67,80,85,71,robotics engineer,1060000
2453,63,69,50,78,84,data scientist,650000
2454,53,63,72,73,77,senior developer,540000
2455,71,92,98,97,87,junior developer,180000
2456,89,96,98,62,88,senior developer,610000
2457,70,75,66,55,82,data scientist,770000
2458,88,86,81,62,79,senior developer,660000
2459,51,95,80,54,90,developer,300000
2460,51,75,79,59,73,developer,310000
2461,86,56,82,95,54,junior developer,130000
2462,85,93,62,85,82,data scientist,860000
2463,76,98,62,60,88,junior developer,200000
2464,83,71,84,65,83,senior developer,600000
2465,60,67,83,60,52,junior developer,120000
2466,54,63,80,95,84,economist,400000
2467,82,70,73,57,78,junior developer,170000
2468,72,98,85,80,93,junior developer,180000
2469,74,85,61,72,71,developer,330000
2470,84,59,56,50,74,developer,250000
2471,75,72,64,60,64,senior developer,470000
2472,76,82,63,57,86,developer,290000
2473,78,99,99,95,92,junior developer,180000
2474,80,60,81,52,61,developer,290000
2475,50,85,90,68,61,robotics engineer,1060000
2476,91,89,67,77,88,robotics engineer,1070000
2477,94,60,56,87,52,developer,280000
2478,75,53,92,64,94,data scientist,770000
2479,53,99,89,51,76,robotics engineer,840000
2480,89,82,69,78,63,economist,450000
2481,63,84,84,73,99,robotics engineer,940000
2482,55,59,77,72,90,developer,270000
2483,63,64,70,81,99,robotics engineer,870000
2484,92,67,97,88,84,robotics engineer,1130000
2485,88,60,51,54,98,economist,410000
2486,98,64,67,77,59,robotics engineer,900000
2487,93,56,97,95,63,data scientist,820000
2488,72,68,91,85,56,developer,310000
2489,61,93,76,60,92,economist,470000
2490,91,73,93,95,89,developer,380000
2491,79,95,52,99,61,junior developer,170000
2492,75,85,79,53,91,robotics engineer,950000
2493,52,78,52,93,77,developer,280000
2494,64,89,97,86,95,economist,480000
2495,88,63,78,77,80,developer,310000
2496,60,50,73,95,78,robotics engineer,970000
2497,62,62,51,98,60,data scientist,670000
2498,68,60,59,55,64,economist,310000
2499,71,50,98,52,64,developer,210000
2500,88,98,84,55,84,junior developer,190000
2501,92,78,59,97,99,developer,390000
2502,70,96,82,59,52,economist,350000
2503,91,75,98,54,84,data scientist,890000
2504,66,92,80,69,92,junior developer,180000
2505,97,94,77,96,60,developer,440000
2506,93,73,58,55,91,developer,300000
2507,82,75,57,97,72,robotics engineer,1160000
2508,75,73,75,92,75,developer,270000
2509,78,93,96,71,83,data scientist,830000
2510,60,92,87,89,53,economist,330000
2511,58,62,86,86,82,robotics engineer,1040000
2512,80,50,92,97,57,robotics engineer,930000
2513,51,80,51,54,53,data scientist,710000
2514,76,64,79,72,59,economist,390000
2515,71,87,64,79,52,junior developer,160000
2516,88,85,61,83,90,senior developer,620000
2517,93,59,86,79,97,robotics engineer,1050000
2518,77,58,73,81,64,data scientist,730000
2519,87,58,89,96,63,junior developer,150000
2520,62,62,65,65,68,data scientist,620000
2521,57,66,54,50,53,senior developer,490000
2522,61,83,57,74,93,junior developer,170000
2523,88,80,75,74,83,robotics engineer,880000
2524,62,86,66,68,55,economist,350000
2525,55,64,80,83,78,data scientist,600000
2526,79,82,68,81,62,robotics engineer,1090000
2527,91,50,94,59,90,senior developer,470000
2528,88,88,92,72,74,robotics engineer,960000
2529,66,66,70,81,96,developer,260000
2530,83,71,85,96,56,developer,280000
2531,77,51,66,99,69,economist,330000
2532,64,63,57,84,83,economist,350000
2533,94,91,87,76,59,economist,390000
2534,95,54,61,70,87,developer,290000
2535,68,74,85,78,53,senior developer,580000
2536,51,98,89,92,80,economist,380000
2537,89,89,51,92,64,developer,350000
2538,80,92,95,51,81,junior developer,150000
2539,78,61,51,80,94,robotics engineer,910000
2540,70,76,85,59,72,junior developer,150000
2541,89,84,91,68,57,data scientist,780000
2542,59,63,88,87,99,data scientist,620000
2543,80,56,66,86,92,robotics engineer,860000
2544,74,53,66,54,53,data scientist,630000
2545,57,81,78,61,67,junior developer,150000
2546,66,89,64,69,96,robotics engineer,970000
2547,89,94,83,65,70,developer,400000
2548,86,74,89,74,69,senior developer,650000
2549,99,63,97,95,85,data scientist,870000
2550,84,87,52,56,67,junior developer,160000
2551,67,82,95,56,83,robotics engineer,790000
2552,88,90,79,84,58,developer,360000
2553,62,55,86,53,59,data scientist,720000
2554,77,75,82,72,92,senior developer,550000
2555,57,69,54,56,56,senior developer,480000
2556,55,87,60,76,67,junior developer,140000
2557,93,98,99,68,81,robotics engineer,1210000
2558,93,97,97,60,56,robotics engineer,1150000
2559,88,50,68,85,56,data scientist,650000
2560,77,71,87,86,66,data scientist,800000
2561,54,87,72,94,85,junior developer,160000
2562,70,93,79,92,93,robotics engineer,950000
2563,93,85,71,80,88,senior developer,630000
2564,65,92,72,96,77,robotics engineer,1160000
2565,68,50,67,83,56,data scientist,670000
2566,85,58,57,87,60,senior developer,520000
2567,87,59,89,52,94,data scientist,790000
2568,87,64,96,73,72,developer,320000
2569,68,82,91,99,82,developer,360000
2570,81,55,76,74,86,robotics engineer,780000
2571,98,63,84,57,93,economist,440000
2572,80,74,57,58,88,senior developer,570000
2573,82,82,58,92,55,data scientist,740000
2574,72,94,73,70,64,junior developer,150000
2575,74,75,59,95,68,senior developer,540000
2576,92,84,50,73,86,data scientist,850000
2577,99,73,98,57,79,robotics engineer,880000
2578,53,52,81,90,76,junior developer,110000
2579,60,83,75,67,51,economist,350000
2580,93,82,92,95,81,developer,390000
2581,60,98,66,64,90,data scientist,800000
2582,71,86,94,72,64,data scientist,800000
2583,53,63,50,97,86,economist,380000
2584,81,96,58,79,67,developer,330000
2585,86,98,60,55,99,senior developer,540000
2586,67,90,72,73,79,robotics engineer,1020000
2587,58,91,77,57,58,economist,290000
2588,61,54,62,90,78,senior developer,450000
2589,81,62,95,79,68,robotics engineer,830000
2590,72,88,55,69,63,data scientist,750000
2591,52,56,89,79,53,developer,210000
2592,54,59,62,52,93,robotics engineer,740000
2593,72,54,72,98,50,robotics engineer,1020000
2594,68,61,73,68,72,junior developer,120000
2595,59,52,77,93,80,senior developer,430000
2596,53,59,56,70,63,developer,220000
2597,92,74,66,93,53,junior developer,170000
2598,63,70,83,89,75,economist,380000
2599,50,76,58,50,61,developer,260000
2600,83,96,55,57,98,robotics engineer,940000
2601,58,99,82,56,81,senior developer,530000
2602,56,57,88,74,98,robotics engineer,910000
2603,50,79,65,83,65,robotics engineer,1030000
2604,74,68,68,91,99,economist,460000
2605,76,68,88,75,88,economist,400000
2606,61,87,57,92,75,developer,300000
2607,84,85,88,88,52,robotics engineer,1120000
2608,58,94,90,58,51,developer,340000
2609,87,51,81,94,77,data scientist,600000
2610,99,63,85,99,78,developer,280000
2611,70,57,75,87,70,economist,320000
2612,57,75,67,77,95,data scientist,780000
2613,91,95,51,58,84,junior developer,200000
2614,60,71,62,99,65,robotics engineer,900000
2615,75,62,54,88,98,junior developer,140000
2616,68,70,54,87,69,junior developer,160000
2617,97,95,66,71,86,junior developer,170000
2618,89,85,68,51,67,economist,410000
2619,74,67,86,70,65,robotics engineer,1000000
2620,66,92,78,96,93,junior developer,180000
2621,77,87,75,67,81,senior developer,580000
2622,72,64,85,53,97,robotics engineer,780000
2623,65,70,96,50,51,senior developer,480000
2624,93,91,98,61,60,data scientist,1100000
2625,68,76,51,98,63,senior developer,550000
2626,66,91,55,54,95,economist,410000
2627,86,86,96,80,52,developer,390000
2628,96,83,56,62,50,robotics engineer,1030000
2629,71,58,81,55,86,developer,250000
2630,80,80,57,81,79,economist,400000
2631,78,92,63,68,67,senior developer,650000
2632,94,95,73,57,53,data scientist,1020000
2633,56,93,72,79,68,developer,380000
2634,88,67,60,60,65,senior developer,450000
2635,96,95,89,89,91,data scientist,1020000
2636,79,52,79,88,86,data scientist,710000
2637,63,56,94,50,91,junior developer,120000
2638,70,62,74,68,72,robotics engineer,790000
2639,88,57,64,97,95,junior developer,160000
2640,86,99,74,51,68,economist,430000
2641,81,58,55,60,56,data scientist,580000
2642,81,78,85,66,82,data scientist,940000
2643,65,68,78,92,80,junior developer,140000
2644,79,71,66,86,57,senior developer,550000
2645,56,53,75,80,50,developer,240000
2646,52,98,77,92,92,robotics engineer,1140000
2647,78,73,79,59,52,data scientist,770000
2648,54,86,54,73,89,economist,320000
2649,60,72,79,78,77,economist,320000
2650,97,53,89,61,60,junior developer,160000
2651,93,78,51,70,57,data scientist,820000
2652,60,69,59,99,89,robotics engineer,1020000
2653,85,97,59,71,99,junior developer,160000
2654,59,64,63,57,64,robotics engineer,650000
2655,98,81,98,76,62,data scientist,1000000
2656,93,78,77,94,53,developer,390000
2657,78,87,64,61,59,developer,310000
2658,57,67,77,81,68,junior developer,140000
2659,62,88,81,57,67,robotics engineer,830000
2660,78,51,79,95,52,robotics engineer,870000
2661,81,86,73,52,53,robotics engineer,930000
2662,99,79,90,66,82,developer,330000
2663,78,72,88,91,70,senior developer,510000
2664,54,95,93,92,97,developer,330000
2665,65,79,86,58,70,data scientist,720000
2666,85,84,93,88,95,junior developer,180000
2667,54,61,69,57,99,data scientist,570000
2668,95,69,60,56,64,senior developer,450000
2669,58,58,59,76,60,developer,240000
2670,68,84,92,99,98,senior developer,630000
2671,90,81,78,76,67,economist,440000
2672,84,87,83,86,90,robotics engineer,990000
2673,66,99,93,88,78,junior developer,170000
2674,98,63,58,71,95,data scientist,640000
2675,80,59,79,68,63,robotics engineer,850000
2676,83,71,92,60,73,senior developer,600000
2677,61,69,72,71,78,developer,310000
2678,87,81,97,57,74,economist,380000
2679,76,71,52,76,75,senior developer,500000
2680,81,66,83,91,90,economist,440000
2681,61,60,91,53,63,robotics engineer,680000
2682,56,84,79,65,90,data scientist,740000
2683,66,88,52,65,54,robotics engineer,900000
2684,63,54,73,65,86,economist,340000
2685,85,72,85,73,61,data scientist,780000
2686,81,70,67,67,55,economist,350000
2687,78,63,64,75,99,robotics engineer,770000
2688,85,93,70,84,84,senior developer,650000
2689,89,61,75,70,56,robotics engineer,890000
2690,84,91,73,56,80,economist,400000
2691,82,98,57,86,73,data scientist,820000
2692,83,85,90,73,97,data scientist,820000
2693,81,88,90,83,86,economist,440000
2694,99,79,82,91,76,robotics engineer,1000000
2695,99,65,82,57,92,robotics engineer,880000
2696,75,56,87,76,68,economist,410000
2697,63,79,85,83,59,economist,390000
2698,93,91,90,87,79,developer,430000
2699,71,53,93,71,92,junior developer,140000
2700,99,64,62,59,94,developer,280000
2701,86,55,86,59,63,economist,390000
2702,81,88,69,85,85,developer,390000
2703,80,84,77,72,81,junior developer,160000
2704,93,69,93,61,81,senior developer,510000
2705,50,69,61,84,71,robotics engineer,910000
2706,99,55,99,73,89,economist,430000
2707,89,96,89,61,61,junior developer,180000
2708,71,53,99,83,90,developer,220000
2709,53,94,69,74,67,developer,320000
2710,66,73,68,94,56,developer,270000
2711,82,78,65,55,88,robotics engineer,850000
2712,63,75,51,56,64,economist,330000
2713,67,80,61,59,97,robotics engineer,830000
2714,96,69,58,99,91,robotics engineer,990000
2715,51,61,67,76,59,developer,260000
2716,76,92,70,50,84,economist,370000
2717,88,63,54,64,81,robotics engineer,880000
2718,70,51,55,95,75,data scientist,570000
2719,64,81,91,88,93,developer,280000
2720,90,77,98,70,60,data scientist,970000
2721,67,61,81,74,70,economist,360000
2722,86,53,92,62,83,data scientist,720000
2723,70,50,85,61,88,junior developer,130000
2724,75,58,79,55,84,economist,400000
2725,90,73,81,72,95,developer,290000
2726,62,85,82,88,50,economist,290000
2727,61,81,64,87,73,junior developer,140000
2728,66,95,83,95,77,developer,370000
2729,66,80,87,53,69,senior developer,610000
2730,55,94,97,98,62,robotics engineer,1160000
2731,80,79,78,56,59,data scientist,940000
2732,52,51,56,74,96,senior developer,420000
2733,86,64,58,75,61,senior developer,470000
2734,53,63,98,89,63,senior developer,470000
2735,78,63,95,54,72,junior developer,140000
2736,80,66,51,62,82,developer,330000
2737,58,86,95,71,62,developer,350000
2738,93,96,87,58,83,data scientist,950000
2739,58,53,82,97,74,data scientist,670000
2740,74,66,79,53,83,economist,350000
2741,63,82,67,87,58,junior developer,160000
2742,64,79,54,73,75,junior developer,130000
2743,89,77,70,80,80,senior developer,600000
2744,53,98,76,62,69,economist,380000
2745,54,97,80,94,64,developer,390000
2746,76,68,78,89,81,robotics engineer,850000
2747,55,64,87,72,88,developer,270000
2748,78,94,50,97,70,senior developer,560000
2749,76,73,73,67,85,data scientist,830000
2750,63,52,95,85,74,developer,240000
2751,94,72,78,77,96,economist,420000
2752,53,56,70,95,51,developer,200000
2753,82,57,53,70,63,senior developer,430000
2754,65,55,70,95,95,data scientist,710000
2755,90,73,79,96,75,economist,380000
2756,74,89,61,73,80,economist,400000
2757,80,93,87,72,75,senior developer,710000
2758,77,64,71,58,70,economist,390000
2759,94,99,65,97,97,economist,410000
2760,72,86,79,74,84,robotics engineer,1040000
2761,70,69,82,79,54,robotics engineer,1050000
2762,63,99,76,73,89,data scientist,990000
2763,76,51,63,92,88,junior developer,140000
2764,91,50,78,93,78,data scientist,670000
2765,99,74,68,99,92,junior developer,200000
2766,73,88,54,92,54,data scientist,790000
2767,81,70,91,99,79,junior developer,160000
2768,93,66,72,69,73,data scientist,730000
2769,79,65,61,55,90,data scientist,700000
2770,63,70,78,52,57,robotics engineer,730000
2771,76,89,84,79,75,robotics engineer,1050000
2772,74,85,78,71,90,junior developer,140000
2773,75,76,80,50,75,economist,370000
2774,77,62,85,94,64,senior developer,580000
2775,83,56,89,80,61,economist,360000
2776,58,88,91,52,59,data scientist,910000
2777,91,82,72,70,62,data scientist,890000
2778,74,83,74,64,66,developer,320000
2779,57,88,93,67,56,junior developer,150000
2780,79,66,70,81,74,junior developer,150000
2781,54,62,98,50,64,data scientist,750000
2782,85,96,85,91,83,economist,480000
2783,75,72,67,79,55,economist,380000
2784,86,83,79,65,58,junior developer,180000
2785,99,90,84,67,81,developer,420000
2786,76,53,97,87,97,developer,230000
2787,79,68,88,88,51,developer,270000
2788,65,64,73,54,70,economist,320000
2789,65,92,93,69,69,junior developer,180000
2790,98,55,66,99,71,robotics engineer,1120000
2791,74,54,70,97,51,data scientist,550000
2792,66,81,56,58,51,junior developer,170000
2793,84,55,59,83,71,robotics engineer,860000
2794,66,93,78,58,57,senior developer,610000
2795,89,81,83,66,70,senior developer,600000
2796,51,61,72,67,66,senior developer,410000
2797,95,82,74,74,70,junior developer,160000
2798,70,90,66,77,57,economist,380000
2799,57,57,53,83,56,senior developer,490000
2800,66,95,75,69,64,developer,350000
2801,80,83,51,80,88,senior developer,570000
2802,63,92,64,79,81,robotics engineer,920000
2803,66,52,81,89,59,data scientist,550000
2804,74,51,75,75,51,economist,300000
2805,64,71,50,84,83,junior developer,130000
2806,52,70,82,99,62,senior developer,580000
2807,79,83,80,86,88,robotics engineer,1140000
2808,59,88,67,81,78,senior developer,520000
2809,92,99,68,81,69,senior developer,720000
2810,85,67,57,61,67,junior developer,170000
2811,87,50,78,54,88,data scientist,680000
2812,64,96,62,75,63,developer,370000
2813,82,71,95,84,88,data scientist,900000
2814,82,78,97,70,64,developer,330000
2815,81,87,86,61,85,senior developer,520000
2816,58,69,78,98,79,robotics engineer,1080000
2817,85,61,74,75,87,data scientist,700000
2818,88,84,64,97,51,data scientist,740000
2819,67,64,90,85,78,senior developer,490000
2820,69,97,78,98,51,robotics engineer,1090000
2821,69,82,87,99,98,robotics engineer,980000
2822,94,96,88,50,61,developer,410000
2823,57,62,90,57,90,developer,230000
2824,50,85,82,75,68,developer,330000
2825,83,66,53,74,75,senior developer,450000
2826,52,53,75,63,53,economist,260000
2827,80,93,74,77,96,senior developer,630000
2828,71,87,59,93,89,robotics engineer,910000
2829,69,98,95,90,81,robotics engineer,1300000
2830,67,71,85,97,61,robotics engineer,970000
2831,58,65,97,69,79,developer,260000
2832,78,85,89,72,70,senior developer,660000
2833,89,78,76,51,83,economist,430000
2834,85,54,58,65,58,data scientist,700000
2835,67,58,88,92,66,robotics engineer,880000
2836,92,77,60,80,89,data scientist,810000
2837,98,71,77,78,74,senior developer,520000
2838,86,57,97,80,53,developer,300000
2839,99,78,58,86,97,senior developer,600000
2840,88,52,74,56,54,economist,340000
2841,82,79,78,50,61,economist,330000
2842,72,92,86,56,83,senior developer,620000
2843,93,73,88,75,61,developer,350000
2844,98,55,51,75,94,junior developer,160000
2845,96,76,94,78,96,junior developer,160000
2846,59,63,59,82,58,data scientist,660000
2847,97,64,97,74,95,junior developer,170000
2848,53,68,56,92,93,economist,320000
2849,93,66,77,57,53,data scientist,850000
2850,68,94,89,71,85,senior developer,620000
2851,86,97,51,57,70,robotics engineer,950000
2852,53,90,88,95,52,developer,340000
2853,63,95,77,77,67,data scientist,790000
2854,66,51,99,84,67,economist,380000
2855,78,53,66,71,72,economist,400000
2856,73,88,68,64,66,data scientist,960000
2857,74,84,69,55,97,robotics engineer,890000
2858,68,62,91,83,93,developer,280000
2859,63,51,74,61,92,junior developer,110000
2860,69,84,99,64,89,senior developer,540000
2861,76,60,88,82,91,developer,260000
2862,70,55,63,66,96,junior developer,140000
2863,67,54,55,57,63,developer,250000
2864,89,76,84,56,55,data scientist,730000
2865,80,53,70,66,60,developer,270000
2866,56,97,71,56,89,data scientist,840000
2867,73,99,96,72,80,robotics engineer,1020000
2868,72,62,61,98,59,senior developer,530000
2869,64,79,77,57,78,senior developer,460000
2870,99,90,91,92,70,economist,420000
2871,74,68,68,62,64,developer,280000
2872,57,74,85,60,88,robotics engineer,970000
2873,98,64,82,57,79,economist,480000
2874,66,79,79,69,69,senior developer,480000
2875,51,95,98,57,72,junior developer,170000
2876,50,52,91,83,97,robotics engineer,920000
2877,91,88,62,69,88,economist,460000
2878,50,81,83,53,71,senior developer,580000
2879,69,91,89,66,90,developer,310000
2880,88,60,88,51,73,junior developer,130000
2881,51,59,63,65,82,data scientist,530000
2882,89,78,57,92,64,economist,350000
2883,86,92,65,63,56,economist,350000
2884,70,58,92,71,60,robotics engineer,770000
2885,81,52,62,57,92,junior developer,120000
2886,69,60,70,90,71,economist,370000
2887,69,60,77,62,76,data scientist,660000
2888,91,79,64,69,72,senior developer,490000
2889,55,58,72,51,50,junior developer,120000
2890,58,60,76,78,93,junior developer,110000
2891,92,99,87,78,85,robotics engineer,1180000
2892,67,78,98,99,73,junior developer,150000
2893,65,78,71,59,92,developer,320000
2894,90,64,83,50,84,robotics engineer,830000
2895,51,58,84,74,75,junior developer,100000
2896,58,92,89,52,98,senior developer,530000
2897,65,57,83,57,77,developer,260000
2898,76,60,68,67,60,developer,270000
2899,95,87,80,81,68,developer,390000
2900,91,80,62,59,79,robotics engineer,930000
2901,62,64,95,71,76,senior developer,500000
2902,76,54,55,71,95,senior developer,390000
2903,93,97,79,67,73,senior developer,630000
2904,62,92,88,92,81,data scientist,830000
2905,94,50,57,55,54,economist,330000
2906,61,69,73,83,73,data scientist,800000
2907,51,86,81,61,61,developer,320000
2908,72,80,65,70,96,data scientist,870000
2909,72,91,60,96,82,senior developer,630000
2910,87,83,57,94,82,economist,380000
2911,77,95,97,50,63,robotics engineer,1090000
2912,69,68,70,82,75,junior developer,150000
2913,66,89,82,84,62,senior developer,630000
2914,61,59,69,66,67,data scientist,600000
2915,76,87,73,53,99,robotics engineer,870000
2916,78,66,90,70,56,robotics engineer,790000
2917,94,66,65,70,63,robotics engineer,850000
2918,68,95,90,87,72,robotics engineer,1220000
2919,64,83,84,67,62,developer,310000
2920,74,93,81,52,57,developer,350000
2921,80,64,76,81,53,senior developer,520000
2922,57,64,54,69,94,economist,390000
2923,66,52,51,94,67,junior developer,120000
2924,57,79,97,77,84,junior developer,150000
2925,67,57,53,50,72,robotics engineer,640000
2926,97,84,69,52,70,data scientist,900000
2927,78,65,56,90,99,data scientist,730000
2928,99,86,69,81,64,economist,410000
2929,63,68,82,81,96,data scientist,710000
2930,78,77,68,69,50,data scientist,810000
2931,88,75,52,64,69,junior developer,160000
2932,83,53,79,83,57,senior developer,440000
2933,63,81,81,92,58,economist,360000
2934,85,65,71,64,72,economist,390000
2935,86,84,58,68,93,senior developer,570000
2936,58,57,85,75,93,junior developer,120000
2937,66,53,74,59,86,robotics engineer,810000
2938,59,53,94,66,65,robotics engineer,800000
2939,91,79,91,70,72,developer,310000
2940,77,70,53,65,52,economist,350000
2941,50,72,77,96,91,economist,340000
2942,67,74,96,70,75,developer,280000
2943,71,88,68,91,85,robotics engineer,1180000
2944,85,67,52,78,90,developer,280000
2945,94,99,56,76,60,robotics engineer,990000
2946,67,51,83,87,70,junior developer,110000
2947,94,56,99,86,56,robotics engineer,1020000
2948,76,66,81,64,53,developer,310000
2949,57,96,88,86,54,economist,300000
2950,63,50,84,56,74,senior developer,420000
2951,54,60,58,78,69,economist,350000
2952,76,89,95,94,86,senior developer,710000
2953,63,82,73,57,70,economist,360000
2954,98,89,66,96,93,economist,470000
2955,57,56,93,77,78,developer,240000
2956,70,54,83,70,60,robotics engineer,760000
2957,59,85,70,54,69,developer,330000
2958,77,58,60,78,75,senior developer,460000
2959,52,67,71,68,81,robotics engineer,780000
2960,80,87,93,93,81,data scientist,950000
2961,94,55,96,52,79,developer,270000
2962,54,58,51,62,75,data scientist,560000
2963,95,70,95,90,70,senior developer,550000
2964,60,65,58,54,67,robotics engineer,740000
2965,68,89,90,60,91,economist,490000
2966,86,61,85,77,78,economist,360000
2967,83,61,96,69,59,junior developer,150000
2968,50,87,51,59,88,junior developer,130000
2969,66,79,63,71,86,junior developer,150000
2970,76,73,86,77,63,economist,350000
2971,98,90,81,57,64,economist,420000
2972,66,83,51,78,95,data scientist,780000
2973,97,50,80,73,86,economist,490000
2974,71,91,74,81,85,robotics engineer,1100000
2975,86,73,55,67,55,senior developer,460000
2976,52,81,91,52,93,junior developer,160000
2977,54,92,64,57,58,senior developer,490000
2978,75,77,77,91,72,senior developer,600000
2979,55,57,82,72,61,junior developer,110000
2980,57,67,54,91,75,economist,300000
2981,92,84,63,94,89,data scientist,940000
2982,52,61,80,96,93,economist,400000
2983,66,85,71,56,64,senior developer,540000
2984,57,53,75,91,68,robotics engineer,780000
2985,93,69,64,58,68,developer,350000
2986,91,84,92,61,60,developer,380000
2987,50,74,56,88,64,senior developer,550000
2988,89,55,77,52,91,economist,390000
2989,71,57,79,50,60,developer,290000
